회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
두산퓨얼셀,"""336260""","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",연료전지,2019-10-18,2023-12-01,"정형락, 제후석 (각자 대표이사)",http://www.doosanfuelcell.com,전라북도
